Name,Score,Genre,Episodes,Studios,Rating
Keijo!!!!!!!!,7,Action,1,Xebec,PG-13 - Teens 13 or older
Flowering Heart,6,Kids,1,Unknown,PG - Children
Fukigen na Mononokean,7,Comedy,1,Pierrot Plus,PG-13 - Teens 13 or older
Heart Realize,7,Music,1,Unknown,G - All Ages
Jewelpet: Attack Chance!?,6,Comedy,1,Unknown,PG - Children
Aikatsu Stars!,8,Music,1,Bandai Namco Pictures,PG - Children
Sensou no Tsukurikata,6,Drama,1,Saigo no Shudan,PG - Children
Orange,8,Sci-Fi,1,Telecom Animation Film,PG-13 - Teens 13 or older
Love Live! x Watering KissMint Collaboration CM,7,Music,1,Sunrise,G - All Ages
Persona 3 the Movie Meets “Walkman”,6,Drama,1,A-1 Pictures,G - All Ages
Pepsi Nex x 009 Re:Cyborg,5,Action,1,Unknown,G - All Ages
009 Re:Cyborg x Zip,5,Comedy,1,Unknown,G - All Ages
JRA Hokan Keikaku,5,Action,1,Gainax,G - All Ages
Girls & Panzer Movie Specials,7,Military,1,Actas,PG-13 - Teens 13 or older
Fake Style,6,Music,1,Unknown,PG - Children
Fake Style II,6,Music,1,Unknown,PG - Children
La Primavera,6,Music,1,Unknown,G - All Ages
Hizumu Realism,5,Dementia,1,Unknown,PG - Children
Ashita e Mukau Hito,6,Music,1,Unknown,G - All Ages
Xiao Men Shen,6,Comedy,1,Unknown,PG - Children
Gregorio,6,Music,1,Unknown,G - All Ages
Storywriter,6,Music,1,Unknown,G - All Ages
Skirt,6,Music,1,Unknown,G - All Ages
Toute wa Sono Kotae,5,Music,1,Unknown,G - All Ages
Kokuen,5,Drama,1,Unknown,PG-13 - Teens 13 or older
Bungaku Shounen no Yuuutsu,6,Drama,1,Unknown,G - All Ages
Gekkou Shokudou,6,Music,1,Unknown,G - All Ages
Circles,5,Music,1,Unknown,G - All Ages
One and Three Four,5,Music,1,Unknown,G - All Ages
Sun Set Sun,5,Music,1,Unknown,G - All Ages
Cherry Blossom (Music),5,Music,1,Unknown,G - All Ages
Hane,5,Music,1,Unknown,G - All Ages
Revenge of Green Mutant,5,Music,1,Unknown,PG-13 - Teens 13 or older
Puzzle & Dragons Cross,6,Game,1,Studio Pierrot,PG-13 - Teens 13 or older
Gene,5,Music,1,Unknown,G - All Ages
Nagisa,5,Music,1,Unknown,G - All Ages
Ame no Bus Stop-hen,5,Music,1,Unknown,G - All Ages
Anygedybudybombom,5,Music,1,Unknown,G - All Ages
Refrain,6,Music,1,Unknown,G - All Ages
Happy Hour,5,Music,1,Unknown,G - All Ages
Future Card Buddyfight Triple D,6,Game,1,"Xebec, OLM",PG - Children
Answer,5,Music,1,Unknown,G - All Ages
Urmă (Zanzou),5,Music,1,Unknown,PG - Children
Mobile Suit Gundam Unicorn RE:0096,8,Action,1,Sunrise,PG-13 - Teens 13 or older
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,7,Action,1,J.C.Staff,PG-13 - Teens 13 or older
Cardfight!! Vanguard G: Stride Gate-hen,7,Action,1,TMS Entertainment,PG-13 - Teens 13 or older
Dreaming Pupa: Yumemiru Bokura,5,Music,1,Unknown,G - All Ages
Ainone,5,Music,1,Unknown,PG-13 - Teens 13 or older
Nyanbo!,6,Comedy,1,Shirogumi,PG - Children
Aikatsu!: Nerawareta Mahou no Aikatsu! Card,7,Music,1,Bandai Namco Pictures,PG - Children
Black Ocean,5,Music,1,Unknown,G - All Ages
TeNiOE,5,Music,1,Unknown,G - All Ages
2010,5,Music,1,Unknown,G - All Ages
Teekyuu 6 Specials,6,Comedy,1,Millepensee,PG-13 - Teens 13 or older
Teekyuu 7 Specials,6,Comedy,1,Millepensee,PG-13 - Teens 13 or older
Yuuki no Baton,6,Music,1,Studio Gokumi,G - All Ages
B: The Beginning,7,Action,1,Production I.G,R - 17+ (violence & profanity)
Amaama to Inazuma,8,Comedy,1,TMS Entertainment,PG-13 - Teens 13 or older
Nobunaga no Shinobi,7,Comedy,1,TMS Entertainment,PG-13 - Teens 13 or older
Chou Shounen Tanteidan Neo,5,Mystery,1,DLE,PG-13 - Teens 13 or older
Senki Zesshou Symphogear AXZ,8,Action,1,Satelight,PG-13 - Teens 13 or older
Senki Zesshou Symphogear XV,8,Action,1,Satelight,PG-13 - Teens 13 or older
Love Will Find the Way Back Home,6,Music,1,Unknown,G - All Ages
Ishitsubutsu Toriatsukaijo,6,Drama,1,Unknown,PG-13 - Teens 13 or older
Survivor,5,Music,1,Moss Design Unit,PG - Children
7-kakan.,6,Music,1,Unknown,G - All Ages
Fr/day Night,5,Comedy,1,Unknown,PG-13 - Teens 13 or older
Tonight,5,Music,1,Unknown,G - All Ages
Sayonara Space Shuttle,5,Music,1,Unknown,G - All Ages
Dareka no Santa Claus,6,Music,1,Unknown,G - All Ages
Boku wa Kimi wo Warawanai,6,Music,1,Unknown,G - All Ages
Tsukiyomi,5,Music,1,Unknown,G - All Ages
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,8,Action,1,Lerche,PG-13 - Teens 13 or older
Bungou Stray Dogs 2nd Season,8,Action,1,Bones,R - 17+ (violence & profanity)
Spring Stranger,5,Music,1,Unknown,G - All Ages
Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,8,Sports,1,Production I.G,PG-13 - Teens 13 or older
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,8,Sports,1,Production I.G,PG-13 - Teens 13 or older
Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,8,Comedy,1,Production I.G,PG-13 - Teens 13 or older
Shokupan Mimi Specials,6,Comedy,1,Kachidoki Studio,PG - Children
ēlDLIVE,6,Action,1,Studio Pierrot,PG-13 - Teens 13 or older
Norn9: Norn+Nonet Recap,6,Adventure,1,Kinema Citrus,PG-13 - Teens 13 or older
Tiger Mask W,7,Action,1,Toei Animation,PG-13 - Teens 13 or older
Anitore! EX: Jigoku no Training,5,Sports,1,Rising Force,PG-13 - Teens 13 or older
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,7,Action,1,J.C.Staff,PG-13 - Teens 13 or older
Sinbad: Mahiru no Yoru to Fushigi no Mon,6,Adventure,1,Nippon Animation,G - All Ages
Love Bites,3,Horror,1,Unknown,R - 17+ (violence & profanity)
Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2,6,Action,1,Sunrise,PG-13 - Teens 13 or older
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,7,Action,1,8bit,R - 17+ (violence & profanity)
Eromanga-sensei,6,Comedy,1,A-1 Pictures,PG-13 - Teens 13 or older
Mahoutsukai no Yome: Hoshi Matsu Hito,8,Slice of Life,1,Wit Studio,PG-13 - Teens 13 or older
Bishoujo Yuugi Unit Crane Game Girls,4,Comedy,1,Kyotoma,PG - Children
Durarara!!x2 Ketsu: Dufufufu!!,8,Action,1,Shuka,R - 17+ (violence & profanity)
Urara Meirochou,7,Slice of Life,1,J.C.Staff,PG-13 - Teens 13 or older
Mobile Suit Gundam UC: A Phantom World,6,Action,1,Unknown,PG - Children
Fairy Tail OVA (2016),7,Comedy,1,A-1 Pictures,PG-13 - Teens 13 or older
Choujuu Giga,6,Romance,1,Studio Ghibli,G - All Ages
Xiao Yeyou,5,Comedy,1,Unknown,G - All Ages
Zonmi-chan: Meat Pie of the Dead,5,Comedy,1,Neft Film,PG-13 - Teens 13 or older
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,9,Comedy,1,Production I.G,PG-13 - Teens 13 or older
Gin no Guardian,6,Adventure,1,Haoliners Animation League,PG-13 - Teens 13 or older
Kono Subarashii Sekai ni Shukufuku wo! 2,8,Adventure,1,Studio Deen,PG-13 - Teens 13 or older
Hikari: Kariya wo Tsunagu Monogatari,6,Sports,1,Zexcs,PG - Children
Gyakuten Saiban 6 Prologue,7,Mystery,1,Unknown,PG-13 - Teens 13 or older
Battery,6,Slice of Life,1,Zero-G,PG-13 - Teens 13 or older
Fune wo Amu,8,Slice of Life,1,Zexcs,PG-13 - Teens 13 or older
RS Keikaku: Rebirth Storage,6,Mecha,1,Unknown,PG-13 - Teens 13 or older
Rokudenashi Majutsu Koushi to Akashic Records,7,Action,1,LIDENFILMS,R - 17+ (violence & profanity)
Koi ni Naritai Aquarium,7,Music,1,Sunrise,PG-13 - Teens 13 or older
Flying Witch Petit,6,Slice of Life,1,domerica,PG-13 - Teens 13 or older
Mirai no Watashi,6,Slice of Life,1,Studio Colorido,G - All Ages
Regalia: The Three Sacred Stars,6,Action,1,Actas,PG-13 - Teens 13 or older
Occultic;Nine,7,Sci-Fi,1,A-1 Pictures,PG-13 - Teens 13 or older
Aggressive Retsuko,8,Music,1,Fanworks,PG-13 - Teens 13 or older
Flip Flappers,8,Sci-Fi,1,Studio 3Hz,PG-13 - Teens 13 or older
Hand Shakers,5,Action,1,GoHands,PG-13 - Teens 13 or older
Natsume Yuujinchou Go,9,Slice of Life,1,Shuka,PG-13 - Teens 13 or older
Sore ga Seiyuu!: Petit Uchiage,6,Slice of Life,1,Gonzo,PG-13 - Teens 13 or older
Yuri!!! on Ice,8,Comedy,1,MAPPA,PG-13 - Teens 13 or older
91 Days,8,Action,1,Shuka,R - 17+ (violence & profanity)
Mahou Shoujo Ikusei Keikaku,7,Action,1,Lerche,R - 17+ (violence & profanity)
Tanaka-kun wa Kyou mo Kedaruge,7,Comedy,1,SILVER LINK.,PG - Children
FLCL Progressive,6,Action,1,"Production I.G, Signal.MD, Production GoodBook",PG-13 - Teens 13 or older
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,6,Comedy,1,Studio PuYUKAI,PG - Children
Island,6,Drama,1,feel.,PG-13 - Teens 13 or older
Super Lovers OVA,7,Slice of Life,1,Studio Deen,PG-13 - Teens 13 or older
Katsugeki/Touken Ranbu,7,Action,1,ufotable,PG-13 - Teens 13 or older
Reikenzan: Eichi e no Shikaku,7,Comedy,1,Studio Deen,PG-13 - Teens 13 or older
Ragnastrike Angels,4,Action,1,Satelight,PG-13 - Teens 13 or older
Touken Ranbu: Hanamaru,7,Action,1,Doga Kobo,PG-13 - Teens 13 or older
Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,6,Action,1,"Orange, Seven Arcs Pictures",PG-13 - Teens 13 or older
Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,7,Action,1,"Orange, Seven Arcs Pictures",PG-13 - Teens 13 or older
Time Bokan 24,6,Adventure,1,Tatsunoko Production,PG-13 - Teens 13 or older
Infini-T Force,7,Action,1,Tatsunoko Production,PG-13 - Teens 13 or older
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,7,Action,1,Lerche,R - 17+ (violence & profanity)
Shakunetsu no Takkyuu Musume,7,Sports,1,Kinema Citrus,PG-13 - Teens 13 or older
Drifters: Special Edition,8,Action,1,Hoods Drifters Studio,R - 17+ (violence & profanity)
Starmyu OVA,7,Music,1,C-Station,PG-13 - Teens 13 or older
Kiniro Mosaic: Pretty Days,8,Slice of Life,1,Studio Gokumi,PG-13 - Teens 13 or older
"Yuyushiki: Komarasetari, Komarasaretari",7,Slice of Life,1,Kinema Citrus,PG-13 - Teens 13 or older
Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai,7,Comedy,1,Qualia Animation,PG-13 - Teens 13 or older
Tsukiuta. The Animation,7,Music,1,Studio Pierrot,PG-13 - Teens 13 or older
Nuwa Chengzhang Riji,6,Comedy,1,B.CMAY PICTURES,PG-13 - Teens 13 or older
Bubuki Buranki: Hoshi no Kyojin,7,Action,1,SANZIGEN,PG-13 - Teens 13 or older
Zonmi-chan: Halloween☆Special Movie!,4,Comedy,1,Neft Film,PG-13 - Teens 13 or older
Dream Festival!,7,Music,1,Bandai Namco Pictures,PG-13 - Teens 13 or older
B-Project: Kodou*Ambitious,7,Music,1,A-1 Pictures,PG-13 - Teens 13 or older
Fate/Extra: Last Encore,6,Action,1,Shaft,R - 17+ (violence & profanity)
Zegapain ADP,6,Action,1,Unknown,PG-13 - Teens 13 or older
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,9,Action,1,ufotable,R - 17+ (violence & profanity)
Fate/stay night Movie: Heaven's Feel - III. Spring Song,9,Action,1,ufotable,R - 17+ (violence & profanity)
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,8,Action,1,Sunrise,R - 17+ (violence & profanity)
Buddy Go!,6,Comedy,1,Unknown,PG - Children
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,8,Action,1,Xebec,PG-13 - Teens 13 or older
Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka,7,Sci-Fi,1,Studio 3Hz,R - 17+ (violence & profanity)
Bungou Stray Dogs: Hitori Ayumu,8,Action,1,Bones,PG-13 - Teens 13 or older
Lupin III (2015) Specials,7,Action,1,"TMS Entertainment, Telecom Animation Film",PG-13 - Teens 13 or older
Musaigen no Phantom World: Mizutama no Kiseki,7,Action,1,Kyoto Animation,PG-13 - Teens 13 or older
Brotherhood: Final Fantasy XV,7,Action,1,A-1 Pictures,PG-13 - Teens 13 or older
Kingsglaive: Final Fantasy XV,7,Action,1,Unknown,PG-13 - Teens 13 or older
Meiji Tokyo Renka Movie 2: Hanakagami no Fantasia,6,Fantasy,1,Studio Deen,PG-13 - Teens 13 or older
Kemono Friends,8,Adventure,1,Yaoyorozu,PG - Children
Planetarian: Chiisana Hoshi no Yume,8,Sci-Fi,1,David Production,PG-13 - Teens 13 or older
WWW.Working!!,7,Slice of Life,1,A-1 Pictures,PG-13 - Teens 13 or older
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,9,Drama,1,Studio Deen,PG-13 - Teens 13 or older
Nijiiro Days: Houkago Special,7,Slice of Life,1,Production Reed,PG-13 - Teens 13 or older
Zekkyou Gakkyuu: Tensei,5,Horror,1,Unknown,G - All Ages
"Wake Up, Girl Zoo! Miyagi PR de Go!",6,Comedy,1,"Ordet, W-Toon Studio",G - All Ages
Love Live! μ's Final Love Live! Opening Animation,7,Music,1,Unknown,G - All Ages
Scared Rider Xechs,5,Sci-Fi,1,Satelight,PG-13 - Teens 13 or older
Kuma Miko Specials,7,Comedy,1,"Kinema Citrus, EMT Squared",PG-13 - Teens 13 or older
Tokyogurashi!,5,Music,1,Unknown,PG-13 - Teens 13 or older
Pâtisserie no Monster,6,Slice of Life,1,dwarf,G - All Ages
Wakuwaku♥Nukegake Daisakusen,5,Music,1,Unknown,G - All Ages
Joker Game: Kuroneko Yoru no Bouken,7,Military,1,Production I.G,R - 17+ (violence & profanity)
Re:Zero kara Hajimeru Break Time,7,Adventure,1,Studio PuYUKAI,PG-13 - Teens 13 or older
Detective Conan: Chase the Mysterious Comet Monster!,6,Mystery,1,Unknown,G - All Ages
Detective Conan: Let's Try a Curious Experiment!,6,Mystery,1,Unknown,PG-13 - Teens 13 or older
Detective Conan: Let's Experience the Jomon Period!,6,Historical,1,Unknown,PG-13 - Teens 13 or older
Detective Conan: The Internet - The Mysterious E-mail Case,6,Mystery,1,Unknown,G - All Ages
Detective Conan: A Written Challenge from the Pyramids!,6,Mystery,1,Unknown,PG-13 - Teens 13 or older
Detective Conan: City Exploration! Get the Animal Mark!,6,Mystery,1,Unknown,PG-13 - Teens 13 or older
Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,6,Action,1,Unknown,PG-13 - Teens 13 or older
Code Geass: Hangyaku no Lelouch R2 Picture Drama - Last Moratorium,6,Comedy,1,Unknown,PG-13 - Teens 13 or older
Tanaka-kun wa Itsumo Kedaruge Specials,7,Comedy,1,SILVER LINK.,PG-13 - Teens 13 or older
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,8,Comedy,1,feel.,PG-13 - Teens 13 or older
Seishain Cyborg 003,5,Comedy,1,Production I.G,G - All Ages
Musaigen no Phantom World: Limitless Phantom World,6,Comedy,1,Kyoto Animation,PG-13 - Teens 13 or older
"Kokoro ga Sakebitagatterunda. x Sony Hi-Res ""Walkman"" and Headphone",6,Drama,1,A-1 Pictures,G - All Ages
Sansha Sanyou Specials,7,Comedy,1,Doga Kobo,PG-13 - Teens 13 or older
Nijiiro Days OVA,7,Comedy,1,Production Reed,PG-13 - Teens 13 or older
Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,7,Action,1,Toei Animation,G - All Ages
Battle Girl High School,6,Action,1,SILVER LINK.,PG-13 - Teens 13 or older
Peace Maker Kurogane Movie 1: Omou Michi,7,Action,1,White Fox,R - 17+ (violence & profanity)
Planetarian: Hoshi no Hito,8,Sci-Fi,1,David Production,PG-13 - Teens 13 or older
Kishibe Rohan wa Ugokanai,8,Action,1,David Production,R - 17+ (violence & profanity)
Robot Town Sagami 2028,6,Drama,1,Unknown,G - All Ages
Shi Wan Ge Leng Xiaohua,6,Comedy,1,L²Studio,PG-13 - Teens 13 or older
Shi Wan Ge Leng Xiaohua Movie 1,6,Action,1,L²Studio,PG-13 - Teens 13 or older
Lostorage Incited WIXOSS,7,Game,1,J.C.Staff,R - 17+ (violence & profanity)
Ojisan to Marshmallow: Hige-san to Yume Mashmallow,6,Comedy,1,Creators in Pack,PG-13 - Teens 13 or older
Fukumenkei Noise,7,Music,1,Brain's Base,PG-13 - Teens 13 or older
Hirune Hime: Shiranai Watashi no Monogatari,7,Adventure,1,Signal.MD,PG-13 - Teens 13 or older
Star Fox Zero: The Battle Begins,6,Action,1,Wit Studio,G - All Ages
Kobayashi-san Chi no Maid Dragon,8,Slice of Life,1,Kyoto Animation,PG-13 - Teens 13 or older
Utawarerumono: Itsuwari no Kamen Specials,7,Comedy,1,Unknown,PG-13 - Teens 13 or older
Huyao Xiao Hongniang: Wangquan Fugui,8,Comedy,1,Haoliners Animation League,PG-13 - Teens 13 or older
Hikaru Genji: Taiyou ga Ippai,5,Adventure,1,Unknown,G - All Ages
Hikaru Genji: Paradise Ginga,5,Music,1,Unknown,G - All Ages
Kimi no Koe wo Todoketai,7,Drama,1,Madhouse,PG-13 - Teens 13 or older
Kagerou Daze: In a Day's,6,Sci-Fi,1,Jumonji,PG-13 - Teens 13 or older
Mobile Suit Gundam Thunderbolt: December Sky,8,Action,1,Sunrise,R - 17+ (violence & profanity)
Fudanshi Koukou Seikatsu,7,Slice of Life,1,EMT Squared,PG-13 - Teens 13 or older
Mobile Suit Gundam-san (ONA),6,Comedy,1,Unknown,PG-13 - Teens 13 or older
Kotowaza Gundam-san (ONA),6,Comedy,1,Unknown,PG-13 - Teens 13 or older
Mobile Suit Gundam-san: Hiyoko Days ― Suisei Hiyoko to Fushigi na Ofuda,6,Comedy,1,Sunrise,PG-13 - Teens 13 or older
Committed Red,6,Music,1,Production I.G,PG-13 - Teens 13 or older
Padak Padak,7,Drama,1,Unknown,PG-13 - Teens 13 or older
Koneko no Chi: Ponponra Daibouken,7,Slice of Life,1,Marza Animation Planet,G - All Ages
Honobono Log,7,Romance,1,Fanworks,G - All Ages
Kiitarou Shounen no Youkai Enikki,6,Comedy,1,Creators in Pack,PG-13 - Teens 13 or older
Ame-iro Cocoa in Hawaii,5,Comedy,1,EMT Squared,PG-13 - Teens 13 or older
Tsubasa to Hotaru (2016),6,Romance,1,J.C.Staff,G - All Ages
K: Seven Stories Movie 1 - R:B - Blaze,7,Action,1,GoHands,PG-13 - Teens 13 or older
Ajin 2nd Season,8,Action,1,Polygon Pictures,R - 17+ (violence & profanity)
Arslan Senki (TV) Gaiden,7,Adventure,1,LIDENFILMS,R - 17+ (violence & profanity)
Saiki Kusuo no Ψ-nan,8,Comedy,1,"J.C.Staff, Egg Firm",PG-13 - Teens 13 or older
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,8,Action,1,Shaft,R - 17+ (violence & profanity)
Nanocore,6,Sci-Fi,1,Unknown,PG-13 - Teens 13 or older
Nanocore 2016 Xinnian Tebie Ban,6,Music,1,Unknown,PG-13 - Teens 13 or older
Bouningen Weekend,5,Slice of Life,1,Unknown,G - All Ages
Onara Gorou,6,Comedy,1,ILCA,PG - Children
Konnichiwa Onara Gorou,5,Comedy,1,Unknown,PG - Children
Gochuumon wa Usagi Desu ka??: Dear My Sister,8,Slice of Life,1,production doA,PG-13 - Teens 13 or older
Mori no Andou,6,Comedy,1,Unknown,PG - Children
Arakure Junichi no Namida,5,Comedy,1,Unknown,PG - Children
Magic-Kyun! Renaissance,7,Music,1,Sunrise,PG-13 - Teens 13 or older
Yowamushi Pedal: Spare Bike,7,Comedy,1,TMS Entertainment,PG-13 - Teens 13 or older
Hua Jianghu Zhi Ling Zhu,7,Action,1,Unknown,R - 17+ (violence & profanity)
Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,7,Mystery,1,J.C.Staff,PG-13 - Teens 13 or older
Jie Mo Ren,6,Action,1,Unknown,PG-13 - Teens 13 or older
Color Noise,5,Dementia,1,Unknown,G - All Ages
Digimon Universe: Appli Monsters,7,Action,1,Toei Animation,PG - Children
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",8,Comedy,1,TMS Entertainment,PG-13 - Teens 13 or older
Aftermath,6,Military,1,Unknown,G - All Ages
Hajimete no Eigo: Nippon Mukashibanashi,7,Kids,1,Unknown,G - All Ages
ACCA: 13-ku Kansatsu-ka,8,Mystery,1,Madhouse,PG-13 - Teens 13 or older
One Piece: Heart of Gold,8,Action,1,Toei Animation,PG-13 - Teens 13 or older
Zhongguo Jingqi Xiansheng,6,Comedy,1,"Haoliners Animation League, Pb Animation Co. Ltd.",PG-13 - Teens 13 or older
Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,7,Sci-Fi,1,WAO World,PG - Children
Cello Hiki no Gauche,6,Music,1,Unknown,G - All Ages
Zhen Hun Jie,8,Action,1,L²Studio,PG-13 - Teens 13 or older
Violet Evergarden,9,Slice of Life,1,Kyoto Animation,PG-13 - Teens 13 or older
Cardcaptor Sakura: Clear Card-hen,8,Adventure,1,Madhouse,PG - Children
Wo Jiao Bai Xiaofei,6,Action,1,Haoliners Animation League,PG-13 - Teens 13 or older
Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e Picture Drama,7,Military,1,Unknown,PG-13 - Teens 13 or older
Starmyu 2nd Season,7,Music,1,C-Station,PG-13 - Teens 13 or older
"""Eiyuu"" Kaitai",6,Comedy,1,Zexcs,PG-13 - Teens 13 or older
Toukiden 2,6,Action,1,Studio 4°C,PG-13 - Teens 13 or older
Metronome,6,Music,1,Unknown,G - All Ages
Atom: The Beginning,7,Action,1,"Production I.G, OLM, Signal.MD",PG-13 - Teens 13 or older
Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki,7,Action,1,Studio PuYUKAI,PG-13 - Teens 13 or older
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",6,Sci-Fi,1,"TMS Entertainment, Shin-Ei Animation",PG-13 - Teens 13 or older
"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",8,Comedy,1,Nippon Animation,PG-13 - Teens 13 or older
Red Ash: Gearworld,6,Action,1,Studio 4°C,G - All Ages
Gakuen Handsome,7,Comedy,1,Team YokkyuFuman,PG-13 - Teens 13 or older
Mahou Shoujo? Naria☆Girls,4,Magic,1,Bouncy,PG-13 - Teens 13 or older
Hua Jiang Hu Zhi Bu Liang Ren,7,Adventure,1,Unknown,R - 17+ (violence & profanity)
Momotarou (Music),5,Music,1,Unknown,PG - Children
Super Lovers 2,7,Slice of Life,1,Studio Deen,PG-13 - Teens 13 or older
12-sai.: Chicchana Mune no Tokimeki 2nd Season,7,Romance,1,OLM,PG - Children
RESTART POiNTER,7,Music,1,Kamikaze Douga,G - All Ages
Hitori no Shita: The Outcast,7,Action,1,Namu Animation,R - 17+ (violence & profanity)
Wingcle Bear Hamkkehaneun Lomentig Hwaiteudei,5,Magic,1,TUBA,G - All Ages
Oscar's Oasis,6,Comedy,1,TUBA,G - All Ages
Shuumatsu no Izetta,7,Action,1,Ajia-Do,R - 17+ (violence & profanity)
Heybot!,6,Sci-Fi,1,Bandai Namco Pictures,PG - Children
Huyao Xiao Hongniang: Yue Hong,8,Comedy,1,Haoliners Animation League,PG-13 - Teens 13 or older
Piace: Watashi no Italian,6,Slice of Life,1,Zero-G,PG-13 - Teens 13 or older
Moving Colors,5,Dementia,1,Unknown,G - All Ages
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kakichi Saigo no Hi,6,Slice of Life,1,Gallop,PG-13 - Teens 13 or older
Kakushigoto,6,Comedy,1,Shaft,G - All Ages
Fate/kaleid liner Prisma☆Illya 3rei!! Specials,7,Comedy,1,SILVER LINK.,PG-13 - Teens 13 or older
Gakuen Handsome Special,6,Comedy,1,Team YokkyuFuman,PG-13 - Teens 13 or older
Bernard-jou Iwaku.,6,Comedy,1,Creators in Pack,PG-13 - Teens 13 or older
Haha wo Tazunete Sanzenri (Movie),7,Adventure,1,Nippon Animation,G - All Ages
Busou Shoujo Machiavellianism,7,Action,1,"SILVER LINK., Connect",PG-13 - Teens 13 or older
UQ Holder!: Mahou Sensei Negima! 2,7,Action,1,J.C.Staff,PG-13 - Teens 13 or older
Boku no Hero Academia 2nd Season,8,Action,1,Bones,PG-13 - Teens 13 or older
Masamune-kun no Revenge,7,Comedy,1,SILVER LINK.,PG-13 - Teens 13 or older
Little Witch Academia (TV),8,Adventure,1,Trigger,G - All Ages
Kaitou Joker 4th Season,7,Adventure,1,Shin-Ei Animation,PG - Children
"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",7,Slice of Life,1,8bit,PG - Children
